 Produção Ambulatorial do SUS - Ceará - por local de atendimento
Valor aprovado por Procedimento e Ano processamento
Período:2015-2023
"Procedimento";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"Total"
"0205020160 ULTRASSONOGRAFIA PELVICA (GINECOLOGICA)";460446,60;430155,00;367573,80;343823,92;377573,24;215531,76;245320,40;304076,04;277998,12;3022498,88
"0205020178 ULTRASSONOGRAFIA TRANSFONTANELA";21392,80;26571,60;22046,20;25361,60;25627,80;17666,00;22506,00;28435,00;27394,40;217001,40
"0205020186 ULTRASSONOGRAFIA TRANSVAGINAL";1711452,00;1951173,40;1743634,20;1842902,60;1992313,40;1347001,40;1681970,60;2060559,40;2182347,80;16513354,80
"0205020194 MARCACAO DE LESAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A ULTRASSONOGRAFIA";3560,20;6967,82;5874,33;1500,37;1093,49;839,19;1703,81;4043,37;5645,46;31228,04
"0206010010 TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CONTRASTE";303312,96;441001,08;521774,64;535569,48;603676,08;618338,52;807562,08;1021165,20;1044330,12;5896730,16
"0206010028 TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/ CONTRASTE";810822,00;1111392,30;1042846,50;1286396,40;1125040,80;855204,90;1302066,90;2122392,30;2439745,20;12095907,30
"0206010036 TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CONTRASTE";112180,68;140724,72;135952,92;158857,56;161720,64;159291,36;247960,08;381223,44;402132,60;1900044,00
"0206010044 TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTICULACOES TEMPORO-MANDIBULARES";256346,25;361313,75;454917,00;445461,25;415272,25;465500,50;736767,75;890835,75;970125,25;4996539,75
"0206010052 TOMOGRAFIA COMPUTADORIZADA DO PESCOCO";99502,25;133161,25;169336,00;207506,00;229280,25;229887,50;277600,00;292868,00;327568,00;1966709,25
"0206010060 TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA";23580,48;20170,08;13739,04;37416,96;30791,04;28160,16;32544,96;11205,60;15103,20;212711,52
"0206010079 TOMOGRAFIA COMPUTADORIZADA DO CRANIO";5316521,28;5742334,08;5823793,92;5915387,52;5603774,40;4665914,40;5453911,68;6970370,40;7144495,68;52636503,36
"0206010087 TOMOMIELOGRAFIA COMPUTADORIZADA";831,78;138,63;277,26;415,89;-;277,26;138,63;415,89;554,52;3049,86
"0206010095 TOMOGRAFIA POR EMISSAO DE POSITRONS (PET-CT)";-;25286,64;328726,32;450945,08;476231,72;417229,56;421444,00;375085,16;503625,58;2998574,06
"0206020015 TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPERIOR";42334,00;54132,00;64542,00;76166,50;67578,25;65583,00;93950,25;179572,50;183910,00;827768,50
"0206020023 TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRACO, MAO, COXA, PERNA, PE)";18130,75;19692,25;21514,00;30102,25;25938,25;31663,75;49447,50;88658,50;93603,25;378750,50
"0206020031 TOMOGRAFIA COMPUTADORIZADA DE TORAX";1356870,27;1545934,53;1948753,26;2250765,00;2236578,36;3305077,89;4830005,28;4056969,81;4261857,63;25792812,03
"0206030010 TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR";1684770,39;2014571,16;2159300,88;2398576,26;2838726,51;2764975,35;3459373,02;3932933,10;4524883,20;25778109,87
"0206030029 TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFERIOR";66450,50;100890,25;108784,50;146954,50;137585,50;115637,75;156410,25;245155,50;288443,75;1366312,50
"0206030037 TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR";1215091,95;1471834,71;1656212,61;2160964,44;2542474,20;2431708,83;2940619,56;3507754,89;4021794,93;21948456,12
"0207010013 ANGIORESSONANCIA CEREBRAL";119862,50;166356,25;230050,00;172268,75;176837,50;132225,00;107231,25;98362,50;185168,75;1388362,50
"0207010021 RESSONANCIA MAGNETICA DE ARTICULACAO TEMPORO-MANDIBULAR (BILATERAL)";11018,75;17737,50;18006,25;39775,00;36550,00;11018,75;7256,25;6181,25;22843,75;170387,50
"0207010030 RESSONANCIA MAGNETICA DE COLUNA CERVICAL/PESCOCO";441556,25;583725,00;630756,25;624843,75;658706,25;520300,00;606300,00;789856,25;955943,75;5811987,50
"0207010048 RESSONANCIA MAGNETICA DE COLUNA LOMBO-SACRA";853012,50;1108056,25;1182768,75;1231143,75;1405293,75;1112356,25;1387018,75;1420075,00;2251856,25;11951581,25
"0207010056 RESSONANCIA MAGNETICA DE COLUNA TORACICA";188393,75;266331,25;334325,00;281381,25;335131,25;299118,75;310406,25;364425,00;433762,50;2813275,00
"0207010064 RESSONANCIA MAGNETICA DE CRANIO";1545850,00;1683181,25;1801968,75;1607393,75;1773481,25;1516556,25;1388093,75;1483500,00;1966175,00;14766200,00
"0207010072 RESSONANCIA MAGNETICA DE SELA TURCICA";88418,75;82775,00;115831,25;95137,50;82775,00;66650,00;60200,00;48106,25;86268,75;726162,50
"0207020019 RESSONANCIA MAGNETICA DE CORACAO / AORTA C/ CINE";3251,25;3612,50;3251,25;4696,25;8308,75;4696,25;5418,75;5780,00;15172,50;54187,50
"0207020027 RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR (UNILATERAL)";177912,50;216075,00;221181,25;167968,75;188393,75;135450,00;229781,25;299656,25;458487,50;2094906,25
"0207020035 RESSONANCIA MAGNETICA DE TORAX";8331,25;13437,50;18543,75;22037,50;29562,50;28487,50;41656,25;30100,00;44075,00;236231,25
"0207030014 RESSONANCIA MAGNETICA DE ABDOMEN SUPERIOR";100243,75;107768,75;130343,75;148887,50;184900,00;162862,50;152112,50;164475,00;248862,50;1400456,25
"0207030022 RESSONANCIA MAGNETICA DE BACIA / PELVE / ABDOMEN INFERIOR";110456,25;150231,25;199143,75;193231,25;262568,75;220106,25;267675,00;260687,50;410650,00;2074750,00
"0207030030 RESSONANCIA MAGNETICA DE MEMBRO INFERIOR (UNILATERAL)";560612,50;655481,25;717293,75;647956,25;639087,50;456875,00;665425,00;777762,50;976100,00;6096593,75
"0207030049 RESSONANCIA MAGNETICA DE VIAS BILIARES/COLANGIORRESSONANCIA";58587,50;69337,50;93525,00;79281,25;85193,75;99975,00;106425,00;104543,75;152918,75;849787,50
"0208010025 CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE ESTRESSE (MINIMO 3 PROJECOES)";680594,32;1056841,24;1223108,88;1589551,32;1261101,24;841142,68;674875,04;710007,76;804375,88;8841598,36
"0208010033 CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE REPOUSO (MINIMO 3 PROJECOES)";637428,48;992534,37;1100943,18;1403185,41;1178706,39;787974,99;632831,64;670755,57;756180,18;8160540,21
"0208010041 CINTILOGRAFIA DE MIOCARDIO P/ LOCALIZACAO DE NECROSE (MINIMO 3 PROJECOES )";-;-;-;-;-;166,47;-;166,47;332,94;665,88
"0208010076 CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE ESFORCO";-;-;214,85;-;-;-;-;-;-;214,85
"0208010084 CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE REPOUSO (VENTRICULOGRAFIA)";4948,16;5478,32;5655,04;6538,64;2827,52;-;-;-;-;25447,68
"0208010092 DETERMINACAO DE FLUXO SANGUINEO REGIONAL";-;-;-;123,93;123,93;-;-;-;-;247,86
"0208020012 CINTILOGRAFIA DE FIGADO E BACO (MINIMO 5 IMAGENS)";399,78;-;-;-;-;266,52;-;-;-;666,30
"0208020020 CINTILOGRAFIA DE FIGADO E VIAS BILIARES";751,72;187,93;-;563,79;375,86;187,93;-;-;-;2067,23
"0208020039 CINTILOGRAFIA DE GLANDULAS SALIVARES C/ OU S/ ESTIMULO";703,12;87,89;175,78;263,67;-;87,89;87,89;351,56;351,56;2109,36
"0208020055 CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (LIQUIDO)";-;-;-;135,38;-;-;-;-;-;135,38
"0208020098 CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA ATIVA";157,23;-;-;-;-;-;-;-;-;157,23
"0208020101 CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA NAO ATIVA";621,64;-;-;-;-;-;-;-;-;621,64
"0208020110 CINTILOGRAFIA P/ PESQUISA DE REFLUXO GASTRO-ESOFAGICO";-;-;-;-;-;135,38;-;-;-;135,38
"0208030018 CINTILOGRAFIA DE PARATIREOIDES";10060,74;17849,70;23691,42;17525,16;17849,70;13955,22;13306,14;16876,08;20121,48;151235,64
"0208030026 CINTILOGRAFIA DE TIREOIDE COM OU SEM CAPTACAO";24961,44;27743,52;26120,64;25193,28;21020,16;12132,96;14915,04;21406,56;15301,44;188795,04
"0208030034 CINTILOGRAFIA DE TIREOIDE C/ TESTE DE SUPRESSAO / ESTIMULO";-;-;-;321,90;-;-;-;-;-;321,90
"0208030042 CINTILOGRAFIA P/ PESQUISA DO CORPO INTEIRO";227945,10;186285,00;230316,00;218461,50;200171,70;115496,70;80271,90;139544,40;140221,80;1538714,10
"0208040056 CINTILOGRAFIA RENAL/RENOGRAMA (QUALITATIVA E/OU QUANTITATIVA)";35385,98;36982,34;38312,64;22482,07;22482,07;12903,91;11440,58;11839,67;16096,63;207925,89
"0208040080 DETERMINACAO DE FILTRACAO GLOMERULAR";-;-;-;-;-;-;-;-;442,54;442,54
"0208040099 DETERMINACAO DE FLUXO PLASMATICO RENAL";885,08;379,32;-;-;505,76;1011,52;568,98;189,66;-;3540,32
"0208040102 ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO";23464,08;33378,48;30404,16;18176,40;17680,68;11071,08;11236,32;11897,28;10905,84;168214,32
"0208050019 CINTILOGRAFIA DE ARTICULACOES E/OU EXTREMIDADES E/OU OSSO";-;-;-;360,64;180,32;180,32;-;180,32;721,28;1622,88
"0208050035 CINTILOGRAFIA DE OSSOS COM OU SEM FLUXO SANGUINEO (CORPO INTEIRO)";391911,48;529997,25;588822,17;681452,32;572206,04;531143,19;523312,60;556353,87;558454,76;4933653,68
"0208050043 CINTILOGRAFIA DE SEGMENTO OSSEO C/ GALIO 67";-;-;457,55;915,10;915,10;457,55;-;-;-;2745,30
"0208060014 CINTILOGRAFIA DE PERFUSAO CEREBRAL C/ TALIO (SPCTO)";1752,04;-;876,02;876,02;-;-;-;-;-;3504,08
"0208070044 CINTILOGRAFIA DE PULMAO POR PERFUSAO (MINIMO 4 PROJECOES)";261,00;-;-;-;130,50;130,50;-;-;-;522,00
"0208080040 LINFOCINTILOGRAFIA";1837,29;1271,97;989,31;1130,64;1271,97;989,31;1130,64;565,32;989,31;10175,76
"0208090010 CINTILOGRAFIA DE CORPO INTEIRO C/ GALIO 67 P/ PESQUISA DE NEOPLASIAS";5440,80;4534,00;1813,60;1813,60;14508,80;21763,20;14508,80;10881,60;2720,40;77984,80
"0208090037 CINTILOGRAFIA DE MAMA (BILATERAL)";289,43;-;-;-;-;289,43;-;-;-;578,86
"0209010010 COLANGIOPANCREATOGRAFIA RETROGRADA (VIA ENDOSCOPICA)";36272,00;58942,00;50055,36;55496,16;48604,48;44523,88;16957,16;3808,56;2357,68;317017,28
"0209010029 COLONOSCOPIA (COLOSCOPIA)";445682,96;602956,32;710659,28;856328,66;811152,00;607800,70;834472,62;1004138,58;1172227,30;7045418,42
"0209010037 ESOFAGOGASTRODUODENOSCOPIA";1836244,48;2011402,40;1893795,68;2095537,92;2121592,48;1220711,52;1522385,76;1917249,60;2069483,36;16688403,20
"0209010045 LAPAROSCOPIA";40,37;161,48;-;-;-;-;-;-;121,11;322,96
"0209010053 RETOSSIGMOIDOSCOPIA";9691,47;14456,25;15543,36;15566,49;15844,05;12050,73;20076,84;23870,16;28658,07;155757,42
"0209020016 CISTOSCOPIA E/OU URETEROSCOPIA E/OU URETROSCOPIA";9618,06;9049,44;8010,00;13230,00;13032,00;8370,00;13932,00;14670,00;19476,00;109387,50
"0209030011 HISTEROSCOPIA CIRURGICA";26010,00;40698,00;66096,00;52020,00;43605,00;34807,50;90576,00;108477,00;116050,50;578340,00
"0209040017 BRONCOSCOPIA (BRONCOFIBROSCOPIA)";43332,06;44952,96;37532,84;35407,66;53525,72;24637,68;29068,14;34327,06;29500,38;332284,50
"0209040025 LARINGOSCOPIA";272610,62;281190,10;232824,46;276334,68;192519,76;83626,36;92488,68;83673,50;111910,36;1627178,52
"0209040033 TRAQUEOSCOPIA";25795,66;32418,87;88541,86;348,59;-;-;-;-;-;147104,98
"0209040041 VIDEOLARINGOSCOPIA";129402,00;124260,50;152106,50;152288,50;199699,50;112976,50;68750,50;86814,00;121439,50;1147737,50
"0210010029 ANGIOGRAFIA DE ARCO AORTICO";-;-;-;-;-;-;411,03;137,01;-;548,04
"0210010037 ANGIOGRAFIA DE ARCO AORTICO E TRONCOS SUPRA-AORTICOS";-;-;-;274,02;1781,13;-;-;-;-;2055,15
"0210010045 AORTOGRAFIA ABDOMINAL";17644,89;13660,56;18403,81;39274,11;41740,60;27890,31;26751,93;19352,46;14419,48;219138,15
"0210010053 AORTOGRAFIA TORACICA";-;511,32;-;-;-;-;170,44;-;-;681,76
"0210010061 ARTERIOGRAFIA CERVICO-TORACICA";201,01;-;402,02;402,02;402,02;-;-;-;-;1407,07
"0210010070 ARTERIOGRAFIA DE MEMBRO";21894,12;27277,92;31943,88;61016,40;46839,06;38583,90;37327,68;36071,46;38942,82;339897,24
"0210010088 ARTERIOGRAFIA DIGITAL (POR VIA VENOSA)";-;200,01;-;200,01;200,01;200,01;-;-;-;800,04
"0210010096 ARTERIOGRAFIA P/ INVESTIGACAO DE DOENCA ARTERIOSCLEROTICA AORTO-ILIACA E DISTAL";6556,29;4034,64;-;3530,31;-;-;-;-;504,33;14625,57
"0210010100 ARTERIOGRAFIA P/ INVESTIGACAO DE HEMORRAGIA CEREBRAL";11601,89;11097,46;16646,19;11601,89;9079,74;13619,61;27743,65;29761,37;32283,52;163435,32
"0210010118 ARTERIOGRAFIA P/ INVESTIGACAO DE ISQUEMIA CEREBRAL";4539,87;3026,58;5044,30;13115,18;6053,16;-;1008,86;-;3026,58;35814,53
"0210010126 ARTERIOGRAFIA PELVICA";18407,52;14998,72;16362,24;34769,76;35451,52;24543,36;27952,16;24713,80;27781,72;224980,80
"0210010134 ARTERIOGRAFIA SELETIVA DE CAROTIDA";183078,22;141780,95;110379,80;113044,14;29498,05;27024,02;33304,25;39203,86;9325,19;686638,48
"0210010142 ARTERIOGRAFIA SELETIVA POR CATETER (POR VASO)";336723,21;243827,10;192845,07;193852,62;18337,41;35264,25;36473,31;35062,74;1612,08;1093997,79
"0210010150 ARTERIOGRAFIA SELETIVA VERTEBRAL";188145,36;146536,29;104726,21;110555,50;19899,99;23518,17;29548,47;30553,52;4623,23;658106,74
"0210010177 FLEBOGRAFIA DE MEMBRO";3064,74;1313,46;729,70;3940,38;4524,14;1605,34;2626,92;1897,22;1751,28;21453,18
"0210010185 FLEBOGRAFIA DE CAVA INFERIOR E/OU SUPERIOR";600,03;-;-;200,01;400,02;-;600,03;1200,06;600,03;3600,18
"0210010193 LINFANGIOADENOGRAFIA";-;-;398,80;997,00;199,40;-;-;598,20;-;2193,40
"0210020016 COLANGIOGRAFIA TRANSCUTANEA";-;-;45,34;-;-;-;-;-;-;45,34
"0211010014 CAPILAROSCOPIA";312,62;682,08;2273,60;795,76;426,30;369,46;483,14;85,26;-;5428,22
"0211010022 INVESTIGACAO ULTRASSONICA (PLETISMOGRAFIA)";-;-;-;-;-;-;-;-;36,68;36,68
"0211010030 OSCILOMETRIA DE IMPULSO";-;-;-;-;-;-;-;-;1,31;1,31
"0211010049 PLETISMOGRAFIA (POR LATERALIDADE / TERRITORIO)";-;-;-;-;-;-;-;-;163,75;163,75
"0211020010 CATETERISMO CARDIACO";1469180,80;1514670,08;1380661,12;1271240,96;962651,52;859993,28;957733,76;1055340,28;1127181,76;10598653,56
"0211020028 CATETERISMO CARDIACO EM PEDIATRIA";9152,08;16343,00;7844,64;4576,04;-;-;-;-;8498,36;46414,12
"0211020036 ELETROCARDIOGRAMA";1811708,20;1801148,10;1528777,50;1760836,50;2368984,55;1577923,95;1660890,45;2122963,90;2362129,90;16995363,05
"0211020044 MONITORAMENTO PELO SISTEMA HOLTER 24 HS (3 CANAIS)";137010,00;171780,00;161130,00;169980,00;171450,00;106680,00;121380,00;153990,00;158100,00;1351500,00
"0211020052 MONITORIZACAO AMBULATORIAL DE PRESSAO ARTERIAL (M.A.P.A)";65908,15;27732,78;31780,92;38648,66;36121,09;29132,51;52595,61;51175,74;51779,94;384875,40
"0211020060 TESTE DE ESFORCO / TESTE ERGOMETRICO";375931,20;353262,80;313830,00;279450,00;289260,00;143580,00;176010,00;233610,00;241860,00;2406794,00
"0211030015 AVALIACAO CINEMATICA E DE PARAMETROS LINEARES";-;-;-;-;-;85,68;47,88;607,32;526,68;1267,56
"0211030023 AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES";194,04;-;-;-;-;703,08;2222,64;2894,22;2653,56;8667,54
"0211030031 AVALIACAO DE EQUILIBRIO ESTATICO EM PLACA DE FORCA";-;-;-;-;-;-;1,26;-;13,86;15,12
"0211030040 AVALIACAO DE FUNCAO E MECANICA RESPIRATORIA";4950,00;4180,00;-;11650,00;27000,00;7440,00;12630,00;24630,00;36120,00;128600,00
"0211030066 AVALIACAO DE MOVIMENTO (POR IMAGEM)";388,08;425,88;356,58;332,64;328,86;275,94;728,28;621,18;550,62;4008,06
"0211030074 AVALIACAO FUNCIONAL MUSCULAR";1906,38;2800,98;3369,24;3279,78;3630,06;2617,02;4370,94;5995,08;8288,28;36257,76
"0211030082 ELETRODIAGNOSTICO CINETICO FUNCIONAL";-;-;-;-;-;-;-;-;32,76;32,76
"0211030090 ELETROMIOGRAFIA DINAMICA, AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES";-;-;-;-;-;-;-;-;2,52;2,52
"0211040029 COLPOSCOPIA";37000,86;57115,24;47059,74;48981,73;51218,01;35251,28;29435,56;39381,24;42377,10;387820,76
"0211040037 EXAME MICROBIOLOGICO A FRESCO DO CONTEUDO CERVICO-VAGINAL";2984,80;5129,60;3320,80;2226,00;1629,60;1178,80;280,00;529,20;618,80;17897,60
"0211040045 HISTEROSCOPIA (DIAGNOSTICA)";10075,00;11625,00;22875,00;15700,00;22025,00;8475,00;11625,00;14000,00;17400,00;133800,00
"0211040053 PERSUFLACAO TUBARIA (DIAGNOSTICA)";-;-;-;-;91,26;-;-;-;-;91,26
"0211040061 TOCOCARDIOGRAFIA ANTE-PARTO";19490,77;28253,42;23842,52;32148,87;47221,98;44239,13;50799,71;55261,31;59503,21;360760,92
"0211050024 ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO";38499,30;43477,56;46516,68;29506,68;19516,14;5613,30;12167,82;14106,96;11714,22;221118,66
"0211050032 ELETROENCEFALOGRAMA EM SONO INDUZIDO C/ OU S/ MEDICAMENTO (EEG)";101000,00;67625,00;51675,00;72450,00;34650,00;26400,00;34750,00;63375,00;82475,00;534400,00
"0211050040 ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG)";195425,00;231500,00;299275,00;257925,00;186850,00;83925,00;74400,00;74925,00;94100,00;1498325,00
"0211050059 ELETROENCEFALOGRAMA QUANTITATIVO C/ MAPEAMENTO (EEG)";38825,00;42850,00;42825,00;36450,00;27850,00;19950,00;16100,00;22200,00;28375,00;275425,00
"0211050067 ELETROMIOGRAMA (EMG)";-;-;-;-;-;-;-;-;27,00;27,00
"0211050075 ELETROMIOGRAMA C/ ESTUDO DE FIBRA UNICA";-;-;-;-;-;-;-;-;81,00;81,00
"0211050083 ELETRONEUROMIOGRAMA (ENMG)";63288,00;63477,00;62802,00;67311,00;57861,00;59481,00;57294,00;90774,00;93771,00;616059,00
"0211050105 POLISSONOGRAFIA";-;-;-;28500,00;69000,00;31875,00;47875,00;80625,00;47625,00;305500,00
"0211050113 POTENCIAL EVOCADO AUDITIVO";2777,04;3580,92;4880,12;4563,44;4352,32;3077,48;2578,10;4409,16;7003,50;37222,08
"0211050121 POTENCIAL EVOCADO VISUAL / OCCIPTO";1530,62;1717,38;2237,06;1924,44;1644,30;1088,08;998,76;990,64;1092,14;13223,42
"0211050130 POTENCIAL SOMATO-SENSITIVO";3187,10;3580,92;4628,40;5554,08;3122,14;2781,10;2947,56;2103,08;1924,44;29828,82
"0211060011 BIOMETRIA ULTRASSONICA (MONOCULAR)";211857,60;282468,72;275172,48;337081,44;297158,16;265282,56;337905,60;393827,28;510058,08;2910811,92
"0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO";372088,02;422854,78;412896,40;417894,10;439686,54;245195,80;293642,64;347358,66;447929,66;3399546,60
"0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO";358040,00;328520,00;347520,00;322080,00;285800,00;158680,00;172720,00;231040,00;243880,00;2448280,00
"0211060054 CERATOMETRIA";21985,88;21615,18;32335,15;37693,45;36028,67;16519,74;24260,63;45744,38;50799,38;286982,46
"0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS)";77428,09;77953,81;82093,20;75713,79;63885,09;41552,10;45222,03;46930,62;46839,63;557618,36
"0211060070 ELETRO-OCULOGRAFIA";3466,32;1842,24;2690,64;4023,84;2836,08;3660,24;5260,08;2569,44;1599,84;27948,72
"0211060089 ELETRORETINOGRAFIA";8459,76;14131,92;12726,00;12992,64;4484,40;5260,08;5114,64;2739,12;1696,80;67605,36
"0211060097 ESTESIOMETRIA";10736,82;11282,76;10544,73;19495,45;16300,69;7683,60;8492,40;9318,05;5981,75;99836,25
"0211060100 FUNDOSCOPIA";141536,63;129199,06;120979,63;149392,10;152981,15;116467,20;189953,42;197246,10;244250,86;1442006,15
"0211060119 GONIOSCOPIA";19775,16;23967,44;25908,56;49586,18;49343,54;25315,44;37838,36;31394,92;27849,68;290979,28
"0211060127 MAPEAMENTO DE RETINA";948705,12;980968,56;839552,40;1060015,20;1095211,68;626191,92;728727,12;914599,44;1095042,00;8289013,44
"0211060135 MEDIDA DE OFUSCAMENTO E CONTRASTE";2945,38;2224,20;3737,33;3602,53;5378,52;4091,18;4283,27;4300,12;4566,35;35128,88
"0211060143 MICROSCOPIA ESPECULAR DE CORNEA";35850,96;79167,84;122339,28;135210,72;94172,40;102462,48;145827,84;150942,48;291655,68;1157629,68
"0211060151 POTENCIAL DE ACUIDADE VISUAL";27317,22;20206,52;30124,43;30842,24;47156,41;33935,90;45252,36;59948,93;66442,92;361226,93
"0211060160 POTENCIAL VISUAL EVOCADO";34590,48;51146,40;41789,76;41426,16;29063,76;412,08;484,80;606,00;751,44;200270,88
"0211060178 RETINOGRAFIA COLORIDA BINOCULAR";6185,32;5651,72;7798,88;16510,92;34749,44;23223,88;32651,64;49014,48;57306,96;233093,24
"0211060186 RETINOGRAFIA FLUORESCENTE BINOCULAR";896,00;1792,00;15744,00;29440,00;62528,00;68288,00;86272,00;216064,00;227840,00;708864,00
"0211060208 TESTE DE PROVOCACAO DE GLAUCOMA";8323,90;11552,36;10851,40;11518,66;8445,22;3066,70;3457,62;3390,22;3154,32;63760,40
"0211060216 TESTE DE SCHIRMER";5388,63;6035,67;7457,81;9072,04;8104,85;3316,08;3585,68;4401,22;3471,10;50833,08
"0211060224 TESTE DE VISAO DE CORES";3771,03;5796,40;7178,10;10045,97;19485,34;11548,99;18042,98;30879,31;33224,83;139972,95
"0211060232 TESTE ORTOPTICO";11656,90;12377,02;7453,36;7083,16;13611,02;7946,96;11858,74;15597,76;17683,22;105268,14
"0211060240 TESTE P/ ADAPTACAO DE LENTE DE CONTATO";10402,62;13931,86;10538,36;12759,56;8810,76;456,58;468,92;456,58;320,84;58146,08
"0211060259 TONOMETRIA";189980,38;231990,80;216458,47;239023,99;252568,02;140518,89;168392,16;203841,19;238761,13;1881535,03
"0211060267 TOPOGRAFIA COMPUTADORIZADA DE CORNEA";27948,72;38517,36;37499,28;51000,96;116448,96;77907,36;105928,80;67411,44;21016,08;543678,96
"0211060283 TOMOGRAFIA DE COERENCIA OPTICA";-;-;-;-;37776,00;17904,00;34032,00;83328,00;162144,00;335184,00
"0211070017 ANALISE ACUSTICA DA VOZ POR MEIO DE LABORATORIO DE VOZ";316,47;-;8,22;-;312,36;-;1068,60;2535,87;2597,52;6839,04
"0211070025 AUDIOMETRIA DE REFORCO VISUAL (VIA AEREA / OSSEA)";138957,00;133245,00;105210,00;49791,00;13755,00;6489,00;11025,00;20286,00;30576,00;509334,00
"0211070033 AUDIOMETRIA EM CAMPO LIVRE";53002,29;52599,69;119129,34;82834,95;70857,60;94027,23;29591,10;43923,66;61758,84;607724,70
"0211070041 AUDIOMETRIA TONAL LIMIAR (VIA AEREA / OSSEA)";352338,00;464205,00;515172,00;496440,00;398391,00;166698,00;297633,00;444423,00;554337,00;3689637,00
"0211070050 AVALIACAO AUDITIVA COMPORTAMENTAL";149940,00;141660,00;107442,00;91836,00;114966,00;37314,00;16704,00;58932,00;67806,00;786600,00
"0211070068 AVALIACAO DE LINGUAGEM ESCRITA / LEITURA";22403,61;24318,87;13756,17;20784,27;14163,06;8055,60;18293,61;33044,40;17031,84;171851,43
"0211070076 AVALIACAO DE LINGUAGEM ORAL";25539,54;23620,17;15905,70;20545,89;20089,68;11614,86;32810,13;50363,94;27746,61;228236,52
"0211070084 AVALIACAO MIOFUNCIONAL DE SISTEMA ESTOMATOGNATICO";18741,60;27273,96;24951,81;36106,35;47655,45;40602,69;84522,15;101521,11;87160,77;468535,89
"0211070092 AVALIACAO P/ DIAGNOSTICO DE DEFICIENCIA AUDITIVA";95262,75;103281,75;86847,75;84496,50;77022,00;38412,00;46752,75;80388,00;76601,25;689064,75
"0211070106 AVALIACAO P/ DIAGNOSTICO DIFERENCIAL DE DEFICIENCIA AUDITIVA";2328,00;2793,60;7868,64;4516,32;1443,36;698,40;558,72;698,40;7216,80;28122,24
"0211070114 AVALIACAO VOCAL";21774,78;22859,82;12588,93;15823,50;14175,39;8351,52;20788,38;29760,51;16357,80;162480,63
"0211070149 EMISSOES OTOACUSTICAS EVOCADAS PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA)";366269,61;325631,53;381022,53;361351,97;338493,05;247408,63;247692,34;192503,99;229494,37;2689868,02
"0211070157 ESTUDO DE EMISSOES OTOACUSTICAS EVOCADAS TRANSITORIAS E PRODUTOS DE DISTORCAO (EOA)";371617,76;482020,16;419997,92;369601,92;399698,88;222398,72;237353,44;239931,84;246916,96;2989537,60
"0211070165 ESTUDO TOPODIAGNOSTICO DA PARALISIA FACIAL";-;-;-;-;-;-;-;-;8,10;8,10
"0211070173 EXAME DE ORGANIZACAO PERCEPTIVA";10488,72;10110,60;4064,79;1726,20;2256,39;916,53;1574,13;1565,91;916,53;33619,80
"0211070181 EXAME NEUROPSICOMOTOR EVOLUTIVO";8195,34;9070,77;2675,61;1352,19;1742,64;879,54;1380,96;1845,39;1204,23;28346,67
"0211070203 IMITANCIOMETRIA";418508,00;516396,00;517845,00;483230,00;416806,00;217442,00;275471,00;455837,00;564489,00;3866024,00
